,0,1,2,3,4,5,6,7,8,9,y
TCGA-AR-A5QP,11.305337457033852,-125.69307088915936,-15.975008769329667,34.201134655718434,-46.863251459001795,-33.0620015051089,-35.061971673195856,-55.39868544455614,-26.312886784860897,4.715965323753361,LumA
TCGA-GM-A3XN,143.11167084754248,-78.08103982813601,106.88557545169745,40.7535703482748,36.738573282294375,-53.201410716745634,-43.675190684217704,29.167325396501155,65.746840039353,-17.166001050261205,LumA
TCGA-D8-A1XB,0.8767732999484443,19.79487744802029,-90.68266616507066,-4.16060828759397,-34.730389362327756,-74.63074349342646,4.607059616892814,-68.71823032078457,10.413807992705554,1.445233278056636,LumA
TCGA-AR-A2LM,167.16481760721322,15.704129503186595,7.617197264059028,29.422018467976088,56.1846814550634,-104.56591187619433,-39.330631316581524,9.296813309382628,7.333248000399063,-31.53977576198487,LumA
TCGA-A1-A0SN,-35.384041827239976,-6.827956777952132,-31.836555907979324,-92.03942853419004,4.758696335295449,-20.43411889248991,18.05000298223154,-19.456083036814086,25.47995278501959,33.997191997387816,LumB
TCGA-BH-A0BF,62.58780038741152,-47.93045319675721,3.004476679761932,-113.31962559103556,-53.506952130923075,-5.500570093496128,41.70724741442363,8.85891770257074,32.01807454416882,7.302935993935258,LumB
TCGA-E9-A5UO,-145.1458516806305,166.10863787783163,-27.944453059184404,78.02077947387716,-53.01614774190761,87.03127422057763,-62.177249362889135,10.643719659459622,25.837565969976037,-0.6150260661519887,LumB
TCGA-E2-A10F,35.754022025638385,-8.16960282153554,-55.18995720660535,-38.58728838848849,-46.995187401555015,-59.4500946754795,27.534029999166105,-9.024116903320143,40.17528187545471,3.9167170912611318,LumA
TCGA-EW-A1J5,184.25959760765807,63.50847193321698,65.56541590444425,-29.20258016173036,-45.58504871370187,-2.017856007906432,-19.696284105624073,27.565739505436724,15.85553806749629,-14.718654060181501,LumA
TCGA-D8-A1X6,-104.59193610476201,110.50566986525192,10.310882739097153,10.569214676675694,-30.298681944099414,16.85879164293209,-2.331363466642493,65.30656437052586,25.959498326000933,-16.919030690057564,LumB
TCGA-AO-A0JJ,12.265574052995792,-118.17395905605981,-51.20943094289421,-37.14183321093049,-3.247714274140017,10.67311845677564,-34.51633658526884,74.83747676288884,-62.4809523183652,-39.49730197466497,LumA
